id,latitude,longitude,depth,mag
centennial19850524220445,51.418,-178.378,39.5,6
centennial19850519180916,-30.257,-71.34,40.4,6.2
centennial19850516142028,-29.063,77.684,20.5,6.3
centennial19850515201245,-56.746,-25.451,20.1,6.4
centennial19850514181113,-10.616,41.412,30.1,6.2
centennial19850510153554,-5.596,151.061,46.6,7.2
centennial19850509191410,51.301,178.039,41.1,6
centennial19850509190523,51.448,177.936,36.1,6.2
centennial19850506171005,-37.546,179.53,41.8,6.1
centennial19850502085517,48.891,156.215,36.2,6.3
centennial19850501132757,-9.235,-71.24,606.1,6.6
centennial19850424010712,16.541,120.812,5.1,6
centennial19850423161513,15.341,120.611,190.3,6.8
centennial19850420182348,8.983,-77.42,30.2,6.3
centennial19850419174312,11.829,-86.67,76.8,6
centennial19850413030007,1.613,126.429,42.6,6.9
centennial19850410162621,29.974,138.886,412.1,6.2
centennial19850409051538,34.183,140.786,46,6.1
centennial19850409015701,-34.116,-71.513,49.4,7.1
centennial19850407001934,-56.143,-122.445,3.3,6.4
centennial19850403202122,28.068,139.57,450,6.4
centennial19850403130623,-32.659,-71.592,51.5,6
centennial19850328160708,40.323,140.336,165.4,6.3
centennial19850325110723,-6.449,128.78,271.8,6.1
centennial19850325051435,-34.265,-72.173,37.5,6.3
centennial19850322144258,-6.599,105.367,56.3,6.3
centennial19850319040109,-33.232,-71.657,45.7,6.7
centennial19850318194946,7.776,123.513,26.7,6.5
centennial19850317104138,-32.713,-71.676,23.2,6.5
centennial19850316145402,16.982,-62.446,15.8,6.3
centennial19850313193459,43.465,-127.721,11.1,6.4
centennial19850309140805,66.201,-150.02,8.6,6
centennial19850305134011,1.169,122.825,33,6
centennial19850304190310,-32.81,-71.626,47.6,6
centennial19850304150113,-33.771,-71.18,83,6.3
centennial19850304061751,-33.131,-71.915,25,6.3
centennial19850304060656,-33.913,-72.062,24.4,6.3
centennial19850304031757,-34.157,-72.058,44.2,6.2
centennial19850304003224,-33.236,-71.74,40,7.4
centennial19850303233830,-32.955,-71.142,17.8,6.4
centennial19850303224708,-33.139,-71.761,35,8
centennial19850302154735,-1.936,119.716,45.1,6.7
centennial19850301171119,-2.045,119.632,23.5,6.4
centennial19850223134156,-10.226,161.172,89.1,6.1
centennial19850131043301,-46.095,165.21,26.9,6.2
pde19850131015159760_33,-6.494,104.263,33,6.1
centennial19850121005522,-0.954,128.402,16.2,6.7
centennial19850118150010,-29.394,-70.831,80.9,6.3
centennial19850117214414,-3.708,141.737,44.1,6
centennial19850117213311,-3.762,141.817,32.6,6
centennial19850111144201,0.193,123.566,205.9,6.1
centennial19850105111134,10.151,-80.082,47.3,6
centennial19841230213657,-36.681,177.63,24.3,6.8
centennial19841230213624,-36.746,177.689,37.7,6.8
centennial19841228103752,56.212,163.391,13,6.7
pde19841228035010720_0,49.861,78.752,0,6
centennial19841224053234,-5.949,149.685,56.4,6.1
centennial19841221184754,-6.091,149.887,58.2,6.1
centennial19841217233020,44.394,149.177,14.2,6
pde19841216035502750_0,49.957,78.862,0,6.1
centennial19841211232222,-22.589,-68.675,115.4,6.4
centennial19841207101913,-1.433,-15.073,13.4,6
centennial19841203040835,44.227,148.151,51.9,6.4
centennial19841202210928,-3.806,152.053,20.2,6
centennial19841202060947,20.389,-115.765,15,6.3
centennial19841123044607,-14.277,171.344,28,6.8
centennial19841123044553,-8.034,102.157,22.7,6.7
centennial19841122170737,-17.736,-177.994,641.5,6.4
centennial19841121181754,-14.507,171.105,35.2,6
centennial19841121143320,-14.466,171.247,18.3,6.4
centennial19841120081515,5.124,125.112,180,7.5
centennial19841117224339,-18.328,-175.622,25.1,6.2
centennial19841117134550,-18.805,-177.947,454.5,6.7
centennial19841117064930,0.179,97.956,28.2,7.1
centennial19841115055231,-20.329,-177.337,345.5,6.2
centennial19841115024623,-22.037,171.018,125.9,7.1
centennial19841101184342,55.191,163.6,20,6.2
centennial19841101044852,8.155,-38.805,11.7,7
centennial19841030010551,-17.083,-174.003,142.3,6.6
centennial19841029231806,5.733,125.523,157.1,6.5
pde19841027015010610_0,49.949,78.834,0,6.2
centennial19841026202220,39.164,71.347,15,6
centennial19841026084926,1.648,126.256,59.9,6.2
centennial19841020175919,-24.015,-66.775,195.2,6.1
centennial19841015102108,-15.866,-173.556,127,7.1
centennial19841013053240,-15.748,177.353,12.4,6.1
centennial19841012182150,-16.674,177.206,28.1,6.2
centennial19841004163154,-9.877,118.692,32.6,6.3
centennial19840928104026,-31.635,-110.955,14.6,6
centennial19840928000334,-25.8,-175.832,14,6.5
centennial19840922214417,-32.146,-178.164,38.9,6
centennial19840922181037,13.874,145.37,105,6
centennial19840919002151,-6.922,72.728,9.1,6
centennial19840918170245,34.018,141.515,44.6,6.8
centennial19840917090856,-32.043,-178.32,58,6.2
centennial19840917064146,-17.917,65.636,18.2,6.1
centennial19840913234849,35.801,137.466,1.1,6.2
centennial19840911071637,-15.504,167.729,131.8,6
centennial19840910031410,40.376,-126.913,6.3,6.6
centennial19840831194605,16.074,-93.263,117.7,6.2
centennial19840831154214,-17.947,172.226,38.3,6.4
centennial19840826050046,-23.608,179.114,565.1,6.4
centennial19840823194919,11.571,-86.509,63.6,6.1
centennial19840811012048,-4.981,152.153,45.6,6
centennial19840806190639,32.447,131.864,45,6.9
centennial19840806120153,-0.076,122.424,243.5,7.4
centennial19840723160343,1.34,126.323,45,6.3
centennial19840716122731,-54.921,-128.589,13.2,6.1
pde19840714010910570_0,49.891,78.963,0,6.2
centennial19840709231904,-5.765,111.244,537.8,6.7
centennial19840705052152,-6.069,154.473,49.7,6.6
centennial19840702045044,16.755,-98.491,35.4,6.1
centennial19840628195125,2.954,126.455,58.3,6.1
centennial19840624132941,-43.598,170.667,9,6
centennial19840624111716,17.978,-69.368,46.1,6.7
centennial19840622155530,-58.383,-15.788,15.4,6.3
centennial19840621104345,35.399,23.336,47.9,6.1
centennial19840618112018,-15.702,-72.404,108.9,6.4
pde19840617074802620_22,38.859,25.723,22.5,6.1
centennial19840615142225,-15.858,-174.748,257.2,6.6
centennial19840611020535,-30.769,-71.216,50.5,6.1
centennial19840608014114,-5.828,103.995,22.5,6
centennial19840606053826,-4.8,125.848,39.6,6.1
centennial19840530074944,-4.836,151.594,171.3,7.1
centennial19840526224248,-10.829,164.298,24.4,6.4
centennial19840526035858,-43.503,38.71,10.8,6.7
pde19840526031312470_0,49.98,79.06,0,6
centennial19840526024448,-54.65,-135.452,8,6.1
centennial19840525235356,-54.586,-136.576,15,6.4
centennial19840523051635,-51.941,161.178,15,6
centennial19840521153755,32.603,121.597,43.8,6.4
centennial19840517165353,-36.299,53.542,15,6.9
pde19840517165346370_10,-36.429,52.419,10,6.9
centennial19840508033719,-30.265,-177.624,62.1,6.1
centennial19840425041932,-17.308,-177.16,409.4,6.2
centennial19840424211520,37.305,-121.708,8.8,6.1
centennial19840424041130,30.906,138.369,401.6,6.9
centennial19840423214036,47.433,146.703,418.3,6.5
centennial19840422061424,-0.553,-19.844,16.9,6.1
centennial19840422033301,-21.851,-179.298,596.8,6.3
centennial19840420063112,50.046,148.75,591.1,6.2
centennial19840418064915,-15.936,-174.296,150.8,6.4
centennial19840413220510,-5.702,148.328,178.4,6
centennial19840406230823,-18.927,168.964,178.8,6.8
centennial19840327200634,-4.594,145.849,23,6.4
centennial19840324094403,44.171,148.163,37.9,7.2
centennial19840319202840,40.342,63.331,15,7
centennial19840312105049,-23.42,-179.908,547.3,6.1
centennial19840306021722,29.377,138.876,460.3,7.4
centennial19840305033352,8.145,123.754,655,7.3
centennial19840226081820,-17.327,-70.517,108.7,6
centennial19840216171843,36.445,70.851,208.9,6.4
centennial19840208003955,-9.829,160.302,53.1,6.4
centennial19840207213321,-9.965,160.568,8.5,7.6
centennial19840201142206,34.58,70.471,8.9,6
centennial19840201072830,48.983,146.584,585.4,6.3
centennial19840127130141,36.445,71.051,168.1,6
centennial19840119161516,-23.654,-178.206,324.9,6.1
centennial19840116122714,-30.053,-112.34,4.9,6.2
centennial19840108152415,-2.864,118.715,33.9,6.7
centennial19840102220958,-56.64,-142.451,1.1,6.4
centennial19840101090341,33.655,136.794,386.2,7.2
centennial19831230235241,36.386,70.712,214.7,7.4
centennial19831222041130,11.863,-13.512,8,6.3
centennial19831222010207,-5.401,151.912,56.2,6.5
centennial19831221233214,-5.447,151.896,42.7,6.2
centennial19831221120507,-28.189,-63.103,604.4,6.9
centennial19831220184634,-2.491,145.078,15,6
centennial19831220165832,-2.372,145.033,6,6.1
centennial19831215141123,-3.129,145.48,8.7,6.2
centennial19831212092611,-7.616,127.301,162.8,6.3
centennial19831211091351,8.14,137.21,29.5,6.3
centennial19831208131801,3.791,148.995,35.1,6.1
centennial19831203174317,-6.482,71.39,18.9,6.2
centennial19831203012358,-15.384,-172.83,51.9,6
centennial19831202030903,14.056,-91.913,35,7
centennial19831130174602,-6.84,72.062,10.4,7.7
centennial19831126201824,7.369,-82.307,9.9,6.2
centennial19831124053037,-7.512,128.108,195.5,7.4
centennial19831122142104,0.516,-79.766,49.5,6.8
centennial19831120203221,-7.498,130.616,57,6
centennial19831116161302,19.438,-155.376,12.5,6.6
centennial19831107162631,1.446,128.211,24.1,6.4
centennial19831107084228,1.309,128.175,25,6.2
centennial19831031173757,-9.047,119.069,81.4,6.4
centennial19831030041229,40.331,42.174,15,6.6
centennial19831028140609,44.077,-113.802,16,7
centennial19831027194350,1.081,120.822,29.1,6.4
pde19831026015504880_0,49.921,78.907,0,6.1
centennial19831025003624,1.15,120.842,27.3,6.4
centennial19831022130738,-60.711,-25.397,15.5,6.5
centennial19831022055321,-60.536,-24.893,4.4,6.4
centennial19831022042134,-60.685,-25.495,4.6,7.1
centennial19831017193623,37.573,-17.456,15,6.4
centennial19831017132518,-20.539,-173.85,0.6,6
centennial19831016053227,1.082,120.958,17.8,6.4
centennial19831015105652,-8.071,156.351,7.1,6.6
centennial19831009112544,-26.131,-70.482,31.7,6.5
centennial19831008074527,44.186,130.791,563.9,6
pde19831006014706560_0,49.932,78.843,0,6
centennial19831004185215,-26.541,-70.504,24.2,7.7
centennial19830924171753,-3.64,151.173,1.9,6.2
centennial19830921192044,24.161,122.189,30,6.4
centennial19830917121141,-16.665,-177.288,15,6.5
centennial19830915103904,16.089,-93.18,118.2,6.3
centennial19830914112502,18.119,145.858,157.4,6.2
centennial19830912154209,36.489,71.08,206,6
centennial19830907192204,60.934,-147.535,30,6.3
centennial19830901175933,-52.573,25.904,20.3,6.2
centennial19830825202334,33.551,131.472,123.4,6.5
centennial19830824133632,40.289,-124.62,24.3,6.1
centennial19830817121757,18.222,120.792,28.7,6.6
centennial19830817105558,55.786,161.317,92.7,7
centennial19830806154355,40.109,24.765,15,6.7
centennial19830802021742,20.447,122.088,159.7,6.2
centennial19830724230732,53.891,158.321,181.9,6.1
pde19830722023953740_9,36.228,-120.416,9.2,6
centennial19830718125244,12.685,-87.16,86.7,6.4
centennial19830714194748,5.509,126.373,43.2,6.2
centennial19830712151004,61.02,-147.442,32.4,6.4
centennial19830711125629,-60.919,-53.121,8.7,7
centennial19830707160541,-22.536,170.856,33.3,6.4
centennial19830705120129,40.314,27.243,15,6
centennial19830705111142,-22.597,171.074,40,6.5
centennial19830705055824,-55.785,-123.404,15,6.1
centennial19830703171421,9.629,-83.689,14.3,6.1
centennial19830703171340,9.487,-83.788,10,6.3
pde19830624090714300_33,21.4,102.604,33,6.9
centennial19830624090647,24.227,122.395,48.8,6.6
centennial19830624071823,21.744,103.265,15,6.2
centennial19830621144809,24.17,122.396,43,6.2
centennial19830621062528,41.367,139.118,9,6.8
centennial19830620054338,-23.603,179.207,546.3,6.1
pde19830612023643500_0,49.906,78.981,0,6.1
centennial19830602201251,-9.557,-71.194,596.3,6.1
centennial19830601105843,-15.853,-172.535,11.5,6.1
centennial19830601015956,-17.076,-174.524,182.4,6.5
centennial19830526025959,40.473,139.092,15.1,7.7
centennial19830515002359,-18.927,-175.507,15,6.7
centennial19830512110243,17.547,-46.58,10.4,6
centennial19830511001714,2.305,128.279,129.4,6
centennial19830510182733,-4.744,152.514,71,6.7
centennial19830510110236,-5.393,150.958,104.5,6.4
centennial19830509200916,19.968,-109.456,7.4,6.3
centennial19830509155304,8.252,-82.933,40.3,6.2
centennial19830509105825,-41.027,-75.028,15.6,6
centennial19830502234239,36.218,-120.304,10,6.3
centennial19830501181042,46.464,153.39,25.7,6.1
centennial19830430140349,41.558,143.789,23.3,6.3
centennial19830424090851,-8.553,157.673,12.1,6.2
centennial19830418105852,27.767,62.054,63.8,6.7
centennial19830417140659,-20.733,169.268,38,6.3
centennial19830412120758,-4.847,-78.091,126,7
centennial19830411081810,10.387,-62.729,26.3,6
centennial19830408022828,11.423,57.52,14.8,6.5
centennial19830404235900,-14.999,167.364,127,6
centennial19830404231249,49.458,155.508,55,6.5
centennial19830404025137,5.72,94.689,93.7,7
centennial19830403025004,8.716,-83.129,57,7.5
centennial19830323235108,38.223,20.361,25.3,6.1
centennial19830323060931,-6.438,154.666,41.8,6.4
centennial19830321074417,-21.527,-175.278,61.6,6.7
centennial19830320134550,-4.666,153.193,80.8,6.3
centennial19830318090551,-4.886,153.586,90.7,7.7
centennial19830315195830,5.359,126.481,30,6.5
centennial19830312084948,-18.121,168.156,40.3,6
centennial19830312013639,-4.085,127.859,30.6,6.6
centennial19830312005340,-4.061,127.88,22,6
centennial19830228054426,44.146,148.005,45.8,6
centennial19830226071101,49.284,155.5,60.9,6.3
centennial19830225224953,-18.613,-69.358,138.7,6.7
centennial19830220104951,5.611,126.232,30,6.3
centennial19830214032005,54.869,-159.266,38.8,6.5
centennial19830213063531,13.868,144.975,108.7,6
centennial19830213014011,40.014,75.231,7.3,6.2
centennial19830212084711,5.691,126.301,30,6.2
centennial19830207182319,-29.639,-177.721,63.3,6
centennial19830126175242,-6.132,149.963,57.3,6.1
centennial19830126160221,-30.45,-179.214,230,7
centennial19830126044324,-50.08,-113.847,18.5,6.4
centennial19830126044015,-49.727,-114.287,19.5,6.1
centennial19830124230923,12.89,93.574,82.3,6.8
centennial19830124081740,16.132,-95.236,49,6.8
centennial19830122064438,-6.697,102.832,30.8,6.1
centennial19830118152335,-58.064,-24.337,28.2,6.4
centennial19830117124130,38.015,20.324,6,6.9
centennial19830116221013,-5.483,147.079,234.4,6.6
centennial19830113092350,-35.811,-102.73,17,6
centennial19830108150456,-3.125,148.275,5.9,6
centennial19830108112132,-15.406,-173.224,43.7,6.2
centennial19830101053155,-17.221,-69.183,163.6,6.2
centennial19821228134930,19.948,121.379,31.5,6
centennial19821228063743,33.88,139.446,20,6.1
centennial19821220174612,-23.573,-175.837,53.5,6.3
centennial19821220174529,-23.709,-175.691,44,6
centennial19821220025812,-23.687,-175.849,38.2,6.2
centennial19821220013027,-23.8,-175.436,2,6
centennial19821219174357,-24.194,-175.576,32.9,7.5
centennial19821217024305,24.575,122.527,89.6,6.5
centennial19821216004050,36.114,68.98,36.5,6.4
centennial19821213091251,14.68,44.222,9.2,6.1
pde19821205033712650_0,49.928,78.869,0,6.1
centennial19821203222957,-13.239,167.265,224.5,6.5
centennial19821121232712,55.464,162.953,30.7,6.1
centennial19821119042714,-10.625,-74.657,11.5,6.6
centennial19821118145752,-1.729,-76.652,193.2,6.6
centennial19821111004347,-6.663,101.56,40.3,6.2
centennial19821031060305,14.069,-90.288,96.8,6.1
centennial19821019161902,-11.342,163.24,12.4,6
centennial19821007071556,-7.2,125.772,507.6,6.7
centennial19820928151436,-24.271,-176.588,30.1,6.3
centennial19820921012818,-9.575,152.326,7.7,6.1
centennial19820920134832,-26.941,-175.818,24.5,6.9
centennial19820917132825,-23.459,-179.772,550.1,6
centennial19820915202300,-14.522,-70.762,167.1,6.2
centennial19820914181703,-7.141,147.964,9.1,6.4
centennial19820912092224,52.69,-166.985,25.4,6.2
centennial19820906014704,29.391,140.315,173.9,6.8
centennial19820904020809,-15.412,-172.947,24.1,6.2
centennial19820903233935,-15.328,-172.993,2,6.4
centennial19820903013202,43.972,148.397,33.4,6
centennial19820819155903,6.685,-82.668,8.4,6.8
centennial19820817222226,33.724,22.96,32.6,6.3
centennial19820812021310,-4.32,153.14,47.2,6.5
centennial19820807205622,-11.225,115.306,24.7,6.4
centennial19820805203251,-12.475,166.192,8.6,7
centennial19820731062916,51.785,176.123,31,6.1
centennial19820723142353,36.302,141.778,24,7
centennial19820717220204,-21.719,173.209,3.4,6.1
centennial19820707104305,-51.303,160.668,15,7.2
centennial19820704012008,27.93,136.985,548.6,6.7
pde19820704011714470_0,49.995,78.856,0,6.1
centennial19820630015734,44.721,151.116,19.8,7.1
centennial19820627161717,-55.499,160.252,31.1,6.1
centennial19820622041842,-7.364,126.051,460,7.5
centennial19820619062158,13.338,-89.313,72.8,7.3
centennial19820611003811,-17.639,-174.324,125.8,6.8
centennial19820609030834,-5.64,151.048,67.2,6.3
centennial19820607105939,16.519,-98.346,18.2,6.9
centennial19820607065233,16.407,-98.293,8.3,6.9
centennial19820606102034,35.332,-36.003,14.4,6.3
centennial19820602123731,-18.096,-172.412,7.2,6.3
centennial19820601041414,-41.546,-75.158,17.3,6.4
centennial19820531201309,38.779,142.168,47.6,6
centennial19820531151857,7.797,135.799,33.8,6.4
centennial19820531102116,55.115,165.478,31.3,6.5
centennial19820507053836,-60.703,-20.967,11.3,7
centennial19820502111941,-29.39,-177.127,39.6,6.4
pde19820425032305420_0,49.889,78.931,0,6.1
centennial19820419144220,19.941,120.512,32.9,6.1
centennial19820417092101,19.903,120.521,25.2,6.3
centennial19820416140451,-15.78,-172.902,25.2,6.1
centennial19820412003446,-30.282,-177.766,42.4,6.1
centennial19820410162537,17.5,-83.427,17.9,6.3
centennial19820406195652,14.269,-92.015,45,6.7
centennial19820329122026,-15.477,-179.598,23.1,6.4
centennial19820328232451,-12.745,-76.009,91.3,6.3
centennial19820328035236,-31.441,-178.559,89,6.3
centennial19820327134534,-11.116,163.046,42.3,6.1
centennial19820327001927,34.755,140.955,25.7,6
centennial19820325050541,-52.839,-46.93,14,6.2
centennial19820321023207,42.262,142.419,27.4,6.9
centennial19820311103229,-9.42,118.367,40,6.5
centennial19820310215846,-56.131,-27.441,111.3,6.5
centennial19820304091151,-22.432,173.711,54.3,6
centennial19820227161654,22.316,143.543,114,6.2
centennial19820220191826,33.654,141.045,54.7,6.5
centennial19820220132652,-10.885,166.126,37.9,6.8
centennial19820210203806,-22.694,-66.627,238.2,6.8
pde19820128142615550_33,-27.383,-71.782,33,6.1
centennial19820124060858,14.079,124.293,38.7,6.6
centennial19820123174802,31.581,82.238,24.1,6
centennial19820123173728,31.665,82.285,9.9,6.3
centennial19820120070918,7.237,93.849,21.4,6
centennial19820120042514,7.055,93.947,26.6,6.2
centennial19820118192727,39.951,24.392,15,6.6
centennial19820114095342,-9.383,151.981,2.5,6
centennial19820113000643,-9.493,152.298,25.7,6
centennial19820112054819,13.172,-87.54,7.5,6
centennial19820112014451,-52.519,28.03,24.6,6.1
centennial19820111061006,13.833,124.337,31.7,7.1
centennial19820104222055,-23.097,-177.277,198.8,6.3
centennial19820104060504,18.001,145.688,612.4,6.5
centennial19820103140953,-0.987,-21.869,19.5,7.1
centennial19820101185106,26.82,142.632,45.6,6.6
centennial19811227173914,38.851,24.949,10,6.2
pde19811227034314140_0,49.909,78.873,0,6.2
centennial19811226170531,-29.936,-177.655,21.4,7.1
centennial19811224053322,-29.947,-177.535,32,6.8
centennial19811219141053,39.186,25.309,13.8,6.9
centennial19811212045239,23.987,125.87,11.9,6.4
centennial19811211094558,-6.048,148.206,68.9,6.1
centennial19811206125049,-6.119,152.086,28.4,6.2
centennial19811202062446,40.942,142.506,78.5,6.2
centennial19811127172146,42.865,131.208,546,6.1
centennial19811124234957,-22.363,170.631,49.5,6.2
centennial19811124233034,-22.476,170.717,31.2,6.7
centennial19811122150523,18.738,120.835,34.3,6.4
centennial19811116135319,-22.152,169.608,26,6.3
pde19811115201817540_10,-65.635,179.899,10,6
centennial19811108134121,-6.194,112.096,635.9,6
centennial19811107094254,-17.381,66.638,3.9,6.5
centennial19811107032952,-32.232,-71.382,63.9,7
centennial19811106164746,-3.471,143.855,2.8,6.6
centennial19811104143812,-20.024,-174.196,35.7,6.5
centennial19811103134735,43.443,-127.9,7.9,6.4
centennial19811028043418,-31.314,-110.715,8.6,6.3
centennial19811025032215,18.122,-101.996,20.3,7.2
pde19811018035702620_0,49.886,78.898,0,6
centennial19811017143544,-45.42,-15.138,25.9,6
centennial19811017064457,-7.095,129.027,185.5,6.4
centennial19811016032543,-33.196,-73.054,31.7,7.1
pde19811015014752970_47,40.229,142.287,47,6
centennial19811009121940,-9.985,162.134,45.4,6.3
centennial19811007030214,-20.752,-178.572,617.4,6.5
centennial19811004000130,-4.528,146.24,10.3,6.2
centennial19810928175618,-29.466,-178.967,322.4,6.5
centennial19810921142443,-22.242,170.575,30,6.1
centennial19810917082326,-22.529,170.6,30.4,6.8
centennial19810917061910,-6.473,127.832,32.1,6
centennial19810914124430,18.26,-68.917,169.7,6
pde19810913021718250_0,49.897,78.983,0,6
centennial19810912071553,35.682,73.595,14.9,6.1
centennial19810904111514,9.954,123.967,643,6.6
centennial19810903053546,43.624,146.978,45,6.5
centennial19810901092931,-15.111,-173.021,17.1,7.5
centennial19810819225053,-9.148,67.169,26.5,6.1
centennial19810807113522,-5.166,151.743,62.4,6.1
centennial19810729011110,-21.591,169.783,10,6.2
centennial19810728172224,29.986,57.772,13.7,7.3
centennial19810726202620,-35.725,-15.997,15.8,6
centennial19810715075908,-17.272,167.689,11.3,7.1
centennial19810707211059,-0.218,-18.85,7.3,6.9
centennial19810706030825,-22.25,171.814,30,7.6
centennial19810626005105,-30.322,-178.865,175.2,6.1
centennial19810613012603,-60.345,154.365,1.2,6.3
centennial19810611072424,29.858,57.684,14.5,6.6
centennial19810603054751,-35.578,-17.087,31.3,6.6
centennial19810601151250,18.789,-107.053,43.4,6.1
pde19810601140701300_33,-16.126,-173.559,33,6
centennial19810528221856,-5.625,151.475,65,6.2
centennial19810528161009,-14.745,167.349,136.2,6.1
centennial19810525052512,-48.716,164.654,10.7,7.6
centennial19810522025524,-6.606,132.242,75.2,6
centennial19810513013956,5.828,126.927,145.1,6.3
centennial19810508233448,42.659,139.165,219.1,6.4
centennial19810506213605,-1.915,-80.911,11.3,6.4
centennial19810506213453,-2.046,-80.947,56.5,6.3
centennial19810502160456,36.381,71.14,220,6.5
centennial19810430144139,43.307,150.149,19.5,6.2
pde19810428211448240_540,-23.721,179.981,540,6
centennial19810428211448,-23.781,-179.929,540.2,6.7
centennial19810427181736,-57.658,148.201,15,6.6
centennial19810425053642,-22.283,179.494,590.6,6.1
centennial19810424215009,-13.419,166.536,49.8,6.9
centennial19810409083712,-59.803,150.277,15,6.3
centennial19810401180337,-27.332,-63.332,557,6.5
centennial19810326213004,3.439,127.998,43.5,6.5
centennial19810326180444,-19.493,-68.998,130.9,6.5
centennial19810323192809,-33.664,-71.965,21.7,6.4
centennial19810321225240,-5.447,146.781,226.3,6.1
centennial19810306194259,3.899,-85.842,17.2,6.7
centennial19810304215806,38.199,23.298,15.3,6.2
centennial19810226171821,-13.801,166.596,93,6.5
centennial19810225023551,38.098,23.17,6,6.3
centennial19810224205337,38.162,22.975,15.7,6.6
centennial19810224161702,-6.019,148.738,65.7,6.6
centennial19810222214548,-22.124,174.924,43.2,6.3
centennial19810217151831,-21.608,169.483,4.2,6.8
centennial19810206072308,-21.127,-178.876,629.6,6
centennial19810130085246,51.835,176.184,36.7,7
centennial19810123215442,-29.672,60.789,8.3,6.9
centennial19810123211349,30.942,101.105,4.8,6.5
centennial19810123045833,42.499,142.12,118.2,6.8
centennial19810122193442,38.277,142.804,27.2,6.4
centennial19810119214426,-3.458,146.139,20.2,6.2
centennial19810119151101,-4.515,139.283,20,6.7
centennial19810118181727,38.712,142.795,45.9,7
centennial19810118181130,38.636,142.897,38.7,6.3
centennial19810118030647,-61.115,-55.435,25.5,6
centennial19810107203117,-49.753,-114.255,34.7,6
centennial19810102153947,29.319,128.103,225,6.9
centennial19801231103214,46.061,151.452,45.3,6.9
centennial19801219233243,30.599,140.695,84.9,6.2
centennial19801219025757,-21.21,-174.363,18.5,6.1
centennial19801219011654,34.476,50.647,12.5,6.1
centennial19801218123421,35.915,44.601,69.5,6.1
centennial19801217162200,49.438,-129.736,7.6,6.7
centennial19801217004756,-21.447,170.01,92.3,6.3
centennial19801215081242,-17.595,-172.221,7.2,6.3
centennial19801211181508,-21.389,-68.173,117.4,6.3
centennial19801208191347,-14.791,166.935,38.3,6
centennial19801130122444,-19.486,-175.789,238,6.3
centennial19801123183454,40.79,15.313,6,6.9
centennial19801119190052,27.391,88.8,42.3,6.2
centennial19801111103700,-51.372,28.714,14.2,6.8
centennial19801108102735,41.11,-124.3,17.3,7.3
centennial19801105181505,-2.737,122,49.9,6
centennial19801101225219,18.858,-107.886,15,6.3
centennial19801030095307,-22.29,169.649,32.1,6
pde19801029184513600_33,8.398,93.35,33,6.2
centennial19801029174415,-21.526,169.626,31.8,6.5
centennial19801027130454,-13.048,166.271,18.4,6.3
centennial19801026051421,11.776,125.459,55.9,6.3
centennial19801025162004,-22.317,170.482,16.6,6.6
centennial19801025110007,-21.94,170.054,38.4,7.5
centennial19801025070008,-22.023,170.135,24.5,7.1
centennial19801024145335,18.176,-98.235,64.8,7.2
centennial19801024032536,-21.977,170.229,37.7,6.8
centennial19801010153911,36.213,1.578,12.1,6.1
centennial19801010122525,36.141,1.401,12.4,7.1
centennial19801009161941,-15.426,-173.293,52.1,6.1
centennial19801008160449,-5.366,103.067,53.4,6.4
centennial19801004043736,-15.741,-179.25,32.7,6.5
centennial19800926152036,-3.226,142.334,17.2,6.6
centennial19800903221240,3.234,-78.127,30.8,6
centennial19800824201006,-15.223,-173.442,35.2,6.2
centennial19800821120721,-41.303,80.412,8.3,6.4
centennial19800819210134,-3.546,140.053,59.5,6.1
centennial19800809054510,15.913,-88.489,16.3,6.5
centennial19800802154725,-11.061,165.538,18.1,6.2
centennial19800730065619,5.204,-82.669,18.9,6.2
centennial19800729145842,29.614,81.098,14.4,6.6
centennial19800729031157,-13.076,166.453,45.1,6.7
centennial19800722070624,-20.334,169.7,123.5,6.3
centennial19800721212024,-12.276,166.624,60,6.4
centennial19800720212004,-17.884,-178.539,589.7,6.3
centennial19800717194224,-12.481,166.004,32.3,7.8
centennial19800716195648,-4.434,143.579,86.3,7.3
centennial19800714161459,-29.208,-177.108,14.4,6.6
centennial19800709205655,-12.799,166.265,39.3,6.6
centennial19800709023554,39.231,22.629,39,6.1
centennial19800709021155,39.257,23.01,17.2,6.6
centennial19800708231924,-12.485,166.482,55.7,7.5
centennial19800708043930,6.617,125.711,176.4,6.5
centennial19800629072007,34.848,139.288,17,6.4
centennial19800625231821,-5.186,151.764,50.1,6.6
centennial19800625120458,4.474,-75.763,165.5,6.3
centennial19800624062754,-6.089,103.714,43.1,6
centennial19800623210437,-28.601,-176.7,31,6
centennial19800623201318,-28.814,-176.572,16.8,6.2
centennial19800621201927,-58.026,-10.738,6.6,6.4
centennial19800619083302,9.319,126.693,58,6.1
centennial19800619083140,-30.025,-177.906,59,6.5
centennial19800619064041,9.631,126.698,18.7,6
centennial19800618171453,9.53,126.585,29.5,6.9
centennial19800618104911,-15.262,-173.512,36.4,6.3
centennial19800618091833,-5.153,152.18,54.5,6.9
centennial19800615080347,9.81,126.413,46,6
pde19800609131421400_19,9.754,126.64,19,6
centennial19800609124204,9.691,126.591,43.3,6
centennial19800609032822,32.267,-114.91,4.5,6.3
centennial19800608202826,-59.132,158.464,5,6.1
centennial19800526184143,-19.436,-69.287,102.9,6.6
centennial19800525163347,37.526,-118.834,11.1,6.1
