id,latitude,longitude,depth,mag
centennial19970903062245,-55.185,-128.897,10.4,6
centennial19970902121324,3.823,-75.697,201.8,6.8
centennial19970829081409,-3.521,144.417,7.8,6.5
centennial19970829065358,-15.242,-175.406,7.8,6.4
centennial19970820135118,-41.702,80.074,8.8,6.4
centennial19970815073751,-4.382,-105.786,13.3,6.1
centennial19970813044506,25.167,125.853,58.9,6
centennial19970810092033,-16.154,124.338,20,6.2
centennial19970808222722,-15.656,-178.984,17,6.6
centennial19970727052128,-30.533,-71.977,15,6.2
centennial19970720101423,-22.906,-66.236,246.7,6
centennial19970719142207,16.202,-98.156,15,6.7
centennial19970714160937,43.254,146.354,36.1,6
centennial19970709192412,10.465,-63.532,9.8,7
centennial19970706095402,-30.118,-71.925,20.8,6.8
centennial19970626192108,-49.714,-114.731,0.2,6.1
centennial19970624230453,-1.873,127.913,27.8,6.3
centennial19970617210340,51.343,-179.304,25.6,6.3
centennial19970612120735,-5.966,147.064,31.9,6
centennial19970610215358,-35.745,-108.129,17.8,6.5
centennial19970602212439,-57.84,-25.536,27.2,6
centennial19970529170240,-35.906,-102.509,8.8,6.4
centennial19970527080031,-15.37,-173.09,20.5,6.3
centennial19970525232234,-32.255,179.928,340.8,7.1
centennial19970522075053,18.651,-101.641,60,6.5
centennial19970521141029,-20.388,169.335,68,6.7
centennial19970513141347,36.454,71.007,195.4,6.4
centennial19970511221615,-36.487,-97.874,15,6.5
centennial19970510075731,33.833,59.797,12.1,7.2
centennial19970503164602,-31.833,-179.222,101,6.9
centennial19970501113734,18.858,-107.369,16.9,6.9
centennial19970428120738,-42.374,42.519,5.5,6.7
centennial19970423194430,13.991,145.03,103.6,6.5
centennial19970422093127,11.124,-61.061,21.2,6.7
pde19970421121556840_33,-13.406,166.344,33,6
centennial19970421121130,-13.514,166.68,35,6.1
centennial19970421120227,-12.562,166.796,28,7.7
centennial19970411053445,39.528,76.942,21,6.1
centennial19970405122331,-6.531,147.55,69.7,6.4
centennial19970402061432,11.401,-61.171,50.1,6
centennial19970401184214,-18.331,-69.29,106,6.1
centennial19970401183333,-18.215,-69.445,108.2,6
centennial19970401151149,7.768,-82.394,24.3,6
centennial19970326083151,31.973,130.396,29.8,6
centennial19970326020858,51.274,179.527,29.3,6.7
centennial19970321120718,-31.31,179.775,448.7,6.2
centennial19970317080549,-6.714,105.329,28.6,6.3
centennial19970311192204,7.775,127.663,23.9,6.9
centennial19970309114347,-29.769,-71.176,54,6.1
centennial19970228125725,38.095,48.037,44,6
centennial19970227213037,29.989,67.945,24.2,6.4
centennial19970227210803,29.945,68.189,24.2,7.1
centennial19970221234027,43.861,149.105,46.9,6
centennial19970209123237,-14.412,-76.193,29,6
centennial19970207084114,-19.894,-173.105,28,6.4
centennial19970204103750,37.712,57.304,16.5,6.5
centennial19970129231924,-12.857,166.39,43.8,6.1
centennial19970123021523,-22.044,-65.663,268.6,7.1
centennial19970117155316,28.86,129.886,42.5,6.2
centennial19970117112023,-8.89,123.504,112,6.1
centennial19970111202827,18.181,-102.81,35,7.2
centennial19961231124143,15.841,-93.043,103.4,6.3
centennial19961226204824,-2.228,138.929,28.3,6.2
centennial19961222145329,43.227,138.893,231.4,6.5
centennial19961210083619,0.901,-29.959,9.6,6.6
centennial19961203125658,-18.391,-172.184,34.9,6
centennial19961202221758,31.83,131.328,28.9,6.7
centennial19961201230941,-30.692,-179.511,361.1,6
centennial19961128212602,-1.221,-24.361,16.9,6.2
centennial19961120022747,34.391,141.219,18,6
centennial19961119104444,35.368,78.167,6.6,6.9
centennial19961114134738,-21.332,-176.444,189.7,6
pde19961114075858510_109,-11.384,166.461,109.2,6
centennial19961113024735,-15.395,-75.583,35,6.2
centennial19961113024140,-14.845,-75.651,24.8,6
centennial19961112165943,-14.96,-75.563,16.9,7.7
centennial19961111004721,-32.585,-178.856,32,6
centennial19961107061018,9.862,126.238,34.1,6
centennial19961106200100,28.034,143.611,9,6.5
pde19961105094134770_369,-31.16,179.998,369.4,6.8
centennial19961105094134,-31.33,-179.849,355.8,6.8
centennial19961104172458,7.37,-77.367,6.5,6.2
centennial19961024193155,66.946,-173.198,19.8,6
centennial19961019145349,-20.48,-178.349,586.9,6.9
centennial19961019144441,31.911,131.573,18,6.7
centennial19961018105025,30.606,131.066,25.3,6.6
centennial19961014232621,-7.176,155.573,22.9,6.8
centennial19961012153559,-7.243,155.563,12,6
centennial19961010152106,3.516,97.846,35.1,6.2
centennial19961009131053,34.559,32.136,29.3,6.8
centennial19961006201309,48.978,-128.049,5.1,6.1
centennial19961002094801,11.807,125.463,20,6.4
centennial19961001155027,12.386,58.101,21.5,6.4
centennial19960928141042,10.091,125.347,218.2,6.3
centennial19960920041105,9.48,126.322,25.9,6.6
centennial19960920041027,9.483,126.225,24,6.5
centennial19960920000320,9.581,126.227,40.1,6.4
centennial19960914131055,-10.916,166.123,76.4,6.4
centennial19960911023716,35.596,140.958,57.8,6.1
centennial19960906170347,-7.31,155.913,29.7,6.2
centennial19960905234209,21.978,121.515,30.7,6.8
centennial19960905094703,-22.088,-113.098,22.8,6.1
centennial19960905091024,-22.137,-113.216,27.9,6.3
centennial19960905081415,-22.182,-113.458,9.1,6.9
centennial19960904190649,9.421,-84.202,18,6.1
centennial19960815073354,-13.342,166.966,47.8,6.1
centennial19960810112021,-4.943,152.221,37.9,6.1
centennial19960805223823,-20.8,-178.232,556.6,7.4
centennial19960805213915,-1.935,-80.918,16.3,6.2
centennial19960805020900,-15.348,-172.954,45,6.7
centennial19960802125530,-10.754,161.513,32.8,6.9
centennial19960723052005,-26.94,-177.071,34,6.1
centennial19960723033212,-26.976,-177.035,26.8,6.4
centennial19960722141936,1.02,120.407,30.2,7
centennial19960720000040,36.204,27.068,8.1,6.1
centennial19960716100736,1.019,120.28,19.3,6.6
centennial19960716034826,56.066,164.982,10.4,6.5
centennial19960715212334,17.512,-101.021,17.1,6.6
centennial19960715165125,18.708,145.656,197,6.2
centennial19960706213631,21.967,142.969,258.8,6.2
centennial19960626032205,27.725,139.889,489.4,6.2
centennial19960622145006,51.454,159.092,13.4,6.1
centennial19960622003216,-53.63,8.882,18.3,6.4
centennial19960621135710,51.647,159.038,13.2,6.7
centennial19960617112219,-7.146,122.512,590.9,7.9
centennial19960614150442,12.861,124.962,28.4,6
centennial19960611182258,12.68,125.124,38.5,7.1
centennial19960610153633,51.168,-176.725,52.5,6.6
centennial19960610152458,51.433,-176.841,27.3,7.3
centennial19960610040336,51.593,-177.588,28.7,7.9
centennial19960610010447,-13.488,167.23,194.6,6.7
centennial19960609011219,17.37,145.827,157.9,6.5
centennial19960608231917,51.449,-178.085,43.3,6.5
centennial19960606173538,-41.243,80.605,16.4,6.1
centennial19960603105013,-9.383,157.376,16.7,6
centennial19960602025212,10.791,-42.303,15.5,6.9
centennial19960511134346,-6.63,155.163,32.6,6.3
centennial19960507232002,43.749,147.579,51.5,6.1
centennial19960502133429,-4.552,154.94,490.2,6.6
centennial19960501100509,-6.759,155.046,22.7,6
centennial19960429144043,-6.538,155.104,48.9,7.2
centennial19960427084044,2.345,-79.384,15,6
centennial19960419001932,-23.855,-69.963,47.9,6.6
centennial19960416003055,-24.277,-176.904,109.6,7.2
centennial19960330130518,52.254,-168.752,28.3,6.2
centennial19960330095703,-55.623,-125.853,21.4,6
centennial19960328072831,11.917,57.88,16.5,6
centennial19960322044611,51.165,178.864,44.4,6.7
centennial19960322032421,51.317,178.661,20,6.7
centennial19960319150027,39.98,76.663,23.2,6.3
centennial19960317175823,-6.153,147.769,42.8,6
centennial19960317144857,-14.673,167.422,160.2,6.7
centennial19960316220408,28.989,138.963,490.2,6.6
centennial19960309161718,43.702,147.876,38.3,6.1
centennial19960309161536,43.545,147.973,19.9,6
centennial19960305145228,24.132,122.226,17.7,6.3
centennial19960303163732,11.973,-86.727,28,6.7
centennial19960303145512,11.728,-86.872,24.1,6.6
centennial19960302015003,-5.891,146.661,32,6
centennial19960228094410,1.726,126.085,106.9,6.4
centennial19960225041709,-22.339,-175.704,13.2,6
centennial19960225030816,15.934,-98.11,18.3,7.1
centennial19960224155258,-0.832,137.384,14.8,6.1
centennial19960222145910,45.271,148.517,125.1,6.3
centennial19960221125104,-9.708,-79.845,15,7.5
centennial19960218234929,-1.276,-14.279,8.5,6.6
centennial19960218022534,-1.363,136.491,8.6,6.3
centennial19960218021218,-0.664,136.553,20.2,6.3
centennial19960217201809,-0.841,136.074,38.8,6.5
centennial19960217201754,-0.883,136.119,57.7,6.5
centennial19960217142124,-0.557,135.805,20.5,6.5
pde19960217084210270_33,-0.837,136.588,33,6
centennial19960217081716,-0.909,137.274,22.9,6.4
centennial19960217055932,-0.919,136.975,35.9,8.2
centennial19960216152301,37.33,142.402,51.2,6.7
centennial19960216094500,-1.482,-15.34,10.7,6.6
centennial19960209173354,-5.956,146.714,51.5,6
centennial19960207213646,45.371,149.897,33.2,7.2
centennial19960203111420,27.303,100.288,3.7,6.6
centennial19960201071805,44.835,146.273,172.7,6.1
centennial19960130222953,-32.945,-178.106,2.8,6.3
centennial19960122231959,-60.685,-25.982,10.4,6.1
centennial19960117100647,-4.4,140.114,100.7,6
centennial19960101095754,53.935,159.449,30.8,6.7
centennial19960101091437,0.544,119.788,50.1,6.2
centennial19960101080512,0.707,119.902,25.2,7.9
centennial19951230121107,40.815,143.396,25.5,6.3
centennial19951230032611,-4.498,-104.814,11.1,6
centennial19951225044325,-6.92,129.202,144.9,7.1
centennial19951219232814,-3.671,140.262,67.4,6.4
centennial19951211194409,18.512,-105.575,14,6
centennial19951211140922,18.782,-105.564,9.6,6.3
centennial19951210234701,-21.534,-177.988,425,6
centennial19951210224809,44.316,149.752,31.4,6.1
centennial19951210222315,44.378,149.765,25.5,6.3
centennial19951205063206,-9.001,124.665,23.8,6.3
centennial19951203213839,44.764,150.227,31.6,6.5
centennial19951203200722,44.85,149.627,43.4,6.2
centennial19951203195420,44.473,149.716,35.4,6.2
centennial19951203194147,44.738,150.299,35.5,6.5
centennial19951203193123,44.404,149.828,28.1,6.3
centennial19951203191542,44.654,149.487,41.5,6.4
centennial19951203182245,44.715,150.119,48.1,6.4
centennial19951203181430,45.016,150.678,36.8,6.7
centennial19951203180109,44.706,149.26,25.9,7.9
centennial19951202171318,44.538,149.277,10.8,6.6
centennial19951201052030,10.145,-104.052,10.6,6.6
centennial19951130233736,44.552,149.347,14.6,6.2
centennial19951127155258,44.59,149.171,21.4,6.2
centennial19951124172412,44.588,149.076,21.8,6.6
centennial19951124061857,-42.985,171.839,3.5,6
centennial19951122041513,28.761,34.806,12.5,7.2
centennial19951113021754,3.595,126.691,50.8,6.2
centennial19951108071418,1.822,95.015,19.1,6.9
centennial19951105162959,-4.974,103.149,36.9,6.3
centennial19951101003533,-28.895,-71.409,15.1,6.7
centennial19951029194058,-21.79,-179.3,611.2,6
centennial19951023224653,25.978,102.187,13.1,6.1
centennial19951021023858,16.829,-93.466,161.7,7.2
centennial19951019024137,28.141,130.157,17.8,6.8
centennial19951019003206,28.227,130.201,19.4,6.2
centennial19951018103728,28.073,130.277,31.6,7.1
centennial19951018093040,36.432,70.389,225.8,6.1
centennial19951015150410,-6.496,154.709,17.6,6
centennial19951014204459,-6.423,154.71,21.8,6
centennial19951014080051,-25.866,-177.377,153.5,6.1
centennial19951013152225,-59.066,158.273,19.7,6
centennial19951009153554,19.052,-104.208,25.6,8
centennial19951009134343,-21.42,170.235,110.5,6.2
centennial19951006180948,-2.009,101.447,35.6,6.7
centennial19951006113936,-20.041,-175.844,201.3,6.3
centennial19951003124459,-2.793,-77.809,16.7,6.4
centennial19951003015125,-2.785,-77.822,23.6,7
centennial19951001170604,29.244,139.108,433.3,6
centennial19951001155717,38.078,30.142,31.2,6.4
centennial19950923223158,-10.726,-78.537,67.3,6.4
centennial19950922053932,-6.006,146.636,46.1,6.1
centennial19950917170923,-17.128,66.651,17,6.5
centennial19950916010339,-6.324,155.291,159.1,6
centennial19950914140433,16.852,-98.614,27.9,7.4
centennial19950908011530,-56.043,-122.497,13.9,6.3
centennial19950831171036,-15.782,166.538,14.2,6.4
centennial19950829085132,-21.141,-174.218,20.1,6
centennial19950829072551,-47.999,99.466,15.1,6.4
centennial19950828104613,26.05,-110.429,6.5,6.5
centennial19950824075530,18.801,145.17,625.2,6.1
centennial19950824075445,18.844,145.105,623.6,6
centennial19950824015536,18.886,145.149,591.7,6.1
centennial19950823131444,-56.76,-141.396,15.2,6.2
centennial19950823070604,18.818,145.295,607.3,7.1
centennial19950819214333,5.102,-75.589,120.3,6.5
centennial19950818021628,-55.851,-28.881,47.4,6.1
centennial19950817100128,-5.185,153.561,27.9,6.3
pde19950817005957730_0,41.559,88.8,0,6
centennial19950817001551,-5.951,154.279,14.1,6.3
centennial19950816231030,-5.771,154.354,74.9,7.2
centennial19950816162428,-5.402,153.798,21.4,6.6
centennial19950816102728,-5.784,154.286,15.7,7.7
centennial19950814043718,-4.838,151.601,130.6,6.7
centennial19950807194426,4.013,143.837,9.5,6.1
centennial19950803015720,-23.156,-70.602,11.6,6.3
centennial19950730210548,-23.419,-70.647,14.7,6.1
centennial19950730081720,-23.95,-70.334,31.6,6
centennial19950730051124,-23.336,-70.265,40.5,8
centennial19950728142912,-21.269,-175.244,99.3,6.3
centennial19950726234204,2.526,127.631,68.1,6.3
centennial19950712154658,-23.206,170.926,16.1,6.4
centennial19950711214641,21.963,99.119,8.5,6.8
centennial19950703215652,-29.19,-177.469,60.1,6
centennial19950703195052,-29.4,-177.445,40.5,7.2
centennial19950630115858,24.699,-110.191,13,6.1
centennial19950629122404,-19.514,169.351,138.2,6.6
centennial19950625021040,-3.321,150.547,26.5,6.2
centennial19950624065808,-3.915,153.988,389.8,6.8
centennial19950621152852,-61.749,154.736,10,6.7
centennial19950615003104,38.407,22.403,23.7,6.2
centennial19950615001552,38.455,22.299,26.8,6.5
centennial19950614111149,12.168,-88.34,26,6.5
centennial19950531160838,18.906,-107.525,9.4,6.3
centennial19950529074331,-10.369,163.849,8.9,6
centennial19950529072947,-10.45,164.197,25,6.2
centennial19950527130355,52.602,142.825,17.5,7.1
centennial19950526031114,12.108,57.969,23.3,6.5
centennial19950523221013,-55.751,-3.441,4,6.7
centennial19950522040257,-9.657,151.578,32.4,6
centennial19950522034503,-22.7,170.126,16.2,6
centennial19950518000630,-0.882,-22.04,19.3,6.8
centennial19950517112351,-23.003,170.192,20.6,6.4
centennial19950516214807,17.85,96.465,7.9,6.1
centennial19950516201245,-22.938,169.995,18.8,7.7
pde19950515040557830_0,41.603,88.82,0,6.1
centennial19950514122556,-8.667,125.249,24.8,6.3
centennial19950514113322,-8.467,125.034,20.6,6.9
centennial19950513084714,40.14,21.714,12.6,6.5
centennial19950508180808,11.456,125.902,20,6.1
centennial19950508180740,11.492,125.805,120.2,6.4
centennial19950506015908,24.949,95.294,120.6,6.4
centennial19950505043914,12.645,125.2,53.4,6.1
centennial19950505035348,12.657,125.222,26.5,7.1
centennial19950504021849,1.894,128.5,24.3,6
centennial19950502235245,-60.491,153.859,7.9,6.1
centennial19950502060606,-3.856,-76.878,96.8,6.7
centennial19950428170844,44.109,148.062,35,6.1
centennial19950428163002,44.112,147.948,33,6.9
centennial19950427124442,1.33,-85.064,15.1,6.1
centennial19950423063812,5.942,123.824,535,6
centennial19950423050803,12.393,125.436,28.8,6.8
centennial19950423025556,51.346,179.703,15.1,6.5
centennial19950421051702,12.056,125.798,25.1,6.8
centennial19950421003449,12.1,125.447,34.6,7.2
centennial19950421003012,12.007,125.542,18.7,6.8
centennial19950421000957,12.066,125.619,30.7,6.9
centennial19950420084513,6.276,126.785,100.7,6.4
centennial19950417232809,45.95,151.265,26.9,6.7
centennial19950417071437,33.735,-38.565,12.9,6
centennial19950414131520,-60.844,-20.023,21.6,6.2
centennial19950413052725,-22.292,170.632,12.9,6
centennial19950413023438,-13.504,170.578,632.3,6.1
centennial19950408174514,21.755,142.785,271.1,6.1
centennial19950408012009,-15.356,-173.315,32.9,6.1
centennial19950407220659,-15.337,-173.431,32.5,7.4
centennial19950331140141,38.186,135.073,364.2,6.1
centennial19950326021614,-56.035,-28.295,49.9,6.2
centennial19950325224430,-11.031,166.221,85.3,6.1
centennial19950319235315,-4.143,135.117,26.6,6.9
centennial19950319183406,-4.233,135.055,19.2,6
centennial19950314173352,54.772,-161.365,35.2,6.1
centennial19950308034601,16.509,-59.567,13.2,6.1
centennial19950223052737,39.847,143.6,7.7,6
centennial19950223051903,24.233,121.706,43.9,6.1
centennial19950223050123,39.857,143.667,5,6.1
centennial19950221020952,46.113,151.506,30.8,6.1
centennial19950219040319,40.526,-125.582,19.8,6.6
centennial19950213150426,-1.325,127.485,19.4,6.7
centennial19950213122955,-1.3,127.425,22.2,6
centennial19950213084340,-1.28,127.453,20.8,6.2
centennial19950210014504,-38.084,178.682,28.4,6.5
centennial19950208184026,4.054,-76.58,70.1,6.3
centennial19950205225108,-37.824,178.879,40.7,7.1
centennial19950203023137,-62.74,155.858,17,6.4
centennial19950127201654,-4.457,134.447,26.1,6.8
centennial19950124223636,-5.883,154.461,25.5,6
centennial19950121084731,43.387,146.73,62.7,6.2
centennial19950121073024,2.524,126.954,45.8,6.1
centennial19950119150503,5.049,-72.934,10.6,6.5
centennial19950117165413,-20.863,-179.109,638.3,6.3
centennial19950116204652,34.578,135.015,15,6.9
centennial19950116181451,51.268,179.176,32.7,6.3
centennial19950106223736,40.346,142.216,27.5,7
centennial19950101065956,40.712,143.571,11.2,6.4
centennial19941230151226,18.508,145.446,219.2,6.2
centennial19941228225448,40.315,143.654,23.2,6
centennial19941228223749,40.348,143.665,19.7,6.2
centennial19941228205227,40.182,142.752,22.9,6.1
centennial19941228135917,40.287,143.682,17.2,6.2
centennial19941228125952,40.375,143.67,16.2,6.5
centennial19941228121923,40.538,143.439,16.2,7.8
centennial19941227173252,-32.069,-179.957,220.4,6.3
pde19941227173250810_212,-31.965,179.86,212.4,6.4
centennial19941215112023,-37.548,177.586,25,6.2
centennial19941214072854,-9.562,159.551,16.9,6
centennial19941212074156,-17.495,-69.568,143.9,6.2
centennial19941210161739,18.096,-101.401,49.1,6.4
centennial19941120165907,-2.013,135.962,17,6.3
centennial19941115201812,-5.649,110.176,564.4,6.5
centennial19941114191531,13.54,121.059,28.2,7.1
centennial19941105021605,-57.302,157.838,29.5,6.3
centennial19941104011321,-9.43,-71.26,591.1,6
centennial19941031114815,3.036,96.193,30.3,6
centennial19941027222029,-25.865,179.462,522.7,6.7
centennial19941027174559,43.54,-127.543,15.9,6.3
centennial19941016051003,45.751,149.126,125.7,6.7
centennial19941015003928,-3.81,152.175,16.6,6
centennial19941013050426,-1.192,127.829,11.2,6.4
centennial19941012064342,13.809,124.487,20.2,6.3
centennial19941009084857,43.988,148.045,36.8,6.1
centennial19941009080705,43.754,148.027,35.6,7.3
centennial19941009075541,43.967,147.893,34.2,7.3
centennial19941008214408,-1.205,127.979,13.3,6.8
pde19941007032558120_0,41.662,88.753,0,6
